Title: A Machine Learning Method to Infer Fundamental Stellar Parameters 
       from Photometric Light Curves  
Authors: Miller A.A., Bloom J.S., Richards J.W., Lee Y.S., Starr D.L., 
         Butler N.R., Tokarz S., Smith N., Eisner J.A. 
Table: SSPP Stellar Parameters for Hectospec Targets
================================================================================
Byte-by-byte Description of file: apj504861t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label  Explanations
--------------------------------------------------------------------------------
   1-  7 I7     ---      ID     Source identifier in the UWVSC 
   9- 12 F4.1   ---      P      Target priority for Hectospec observations
  14- 18 A5     ---      Flags  Analyis flags returned by the SSPP (1)
  20- 26 F7.1   K        Teff   Effective temperature (2)
  28- 34 F7.1   K       eTeff   Uncertainty in Teff  (2)
  36- 37 I2     ---    o_Teff   Number of methods used by SSPP to derive Teff
  39- 46 F8.2   [cm/s2]  log(g) Log surface gravity (2)
  48- 55 F8.2   [cm/s2] elog(g) Uncertainty in log(g) (2)
      57 I1     ---    o_log(g) Number of methods used by SSPP to derive log(g)
  59- 66 F8.2   [-]      [Fe/H] Metallicity (2)
  68- 75 F8.2   [-]     e[Fe/H] Uncertainty in [Fe/H] (2)
      77 I1     ---    o_[Fe/H] Number of methods used by SSPP to derive [Fe/H]
--------------------------------------------------------------------------------
Note (1): See Lee et al. 2008a.
Note (2): A -9999.00 indicates a NULL value.
--------------------------------------------------------------------------------
4639043  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4740074  7.  nnnnn  5918.5    67.1  6     4.34     0.29 4    -0.90     0.14 5 
4806553  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4808120  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5107430  1.  nnngn  5142.9   157.1  5     2.41     0.31 5    -1.22     0.09 4 
5169324  6.  nnnnn  4195.0   151.7  2     3.67     0.17 1    -0.68     0.13 1 
5175409  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5229703  9.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5268458 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5360730  7.  nnnnn  5801.7   195.0  4     4.21     0.31 2    -0.78     0.04 1 
5365520  5.  Nnnnn  4773.4    45.6  3     4.37     0.10 2    -0.06     0.08 1 
5372446  9.  Nnnnn  4408.0   103.6  3     4.41     0.20 2    -0.37     0.06 1 
5383528  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5415273  2.  nnnnn  7188.3    52.4 10     3.67     0.25 7    -0.94     0.08 6 
5810291  2.5 nnnnn  4960.8   179.3  4     4.46     0.23 4    -1.08     0.04 2 
5991759  6.  nnnnn  5886.5    61.4  6     3.38     0.24 4    -0.37     0.02 3 
6015826  6.  nnBnn  5895.5   109.6  6     4.20     0.30 4    -0.45     0.13 3 
6016088  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6085660  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6088446  4.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4310283  7.  nnnnn  6114.9   104.8  5     3.91     0.34 2    -0.75     0.12 1 
4349534  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4471608  5.  nnnnn  4376.5    70.4  3     4.11     0.27 3    -0.61     0.10 1 
4554802  5.  NnBnn  5748.4    78.0  3     3.90     0.15 2    -0.16     0.11 1 
4563191  3.  nnnnn  5879.8    40.3  9     4.22     0.15 6    -0.52     0.05 6 
4578957  2.5 nnnnn  5744.5    67.1  9     3.40     0.23 6    -0.96     0.01 7 
4662618  2.  nnnnn  6308.1    83.8  9     2.82     0.35 6    -1.31     0.05 7 
4800423  3.  nnnnn  5322.7   120.2  5     2.45     0.62 5    -1.09     0.05 5 
5029627  9.  nnnnn  5942.1    65.4  4     4.05     0.46 2    -0.45     0.09 1 
5113222  9.  nnngn  5027.4   384.7  3     1.84     0.42 2    -2.26     0.20 4 
5160531  6.  Nnnnn  4746.0    43.4  3     4.39     0.06 2    -0.58     0.09 1 
5183980  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5202774  3.  nnnnn  5886.1    78.4  8     3.61     0.12 5    -0.27     0.05 4 
5220618  8.  nnnnn  5995.5    63.7  5     2.37     1.10 2    -1.00     0.04 1 
5327173  6.  nnnnn  5844.6   105.2  7     3.73     0.36 4    -0.37     0.06 5 
5351195  2.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5417502  7.  Nnnnn  4933.5    16.5  3     4.52     0.10 2    -0.63     0.07 1 
5508248  6.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5692668  5.  nnBnn  4837.3    51.2  3     3.42     0.11 2    -0.92     0.08 1 
5830477  5.  NnBnn  4770.1    15.4  3     3.80     0.04 2    -0.27     0.09 1 
5889399  8.  nnBnn  5612.2   123.1  4     3.82     0.16 2    -0.59     0.07 1 
5916861  4.  nnnnn  5197.8   128.9  5     3.37     0.32 4    -0.75     0.06 5 
6031170  2.  nnnnn  5533.0   115.8  5     4.29     0.05 5     0.20     0.06 3 
4292460  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4523729  3.  lnnnn  4314.8    89.0  3     4.08     0.48 2    -0.30     0.06 1 
4571539  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4597928  2.5 nnnnn  4585.5    85.4  3     4.36     0.35 2    -1.11     0.08 1 
4816051  3.  nnnnn  5215.2    65.4  7     4.40     0.07 6    -0.44     0.07 6 
5114261  3.  nnnnn  4626.1    90.1  4     4.20     0.02 4    -0.43     0.13 2 
5338270  2.  nnnnn  6383.3   103.9  9     3.00     0.36 7    -1.12     0.06 6 
5409281  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5462435  5.  nnngn  5682.4    45.0  9     4.00     0.28 6    -1.99     0.07 7 
5532749  2.  nnnnn  5795.6   129.2  9     4.04     0.20 6    -0.14     0.03 4 
5850118 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6040436  6.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6042651  6.  nnnnn  5443.7     2.5  5     4.10     0.06 4    -0.43     0.17 4 
5371688  7.  nnnnn  6135.7    85.0  7     3.97     0.29 4    -0.83     0.02 4 
5489451 10.  nnBnn  5529.5   149.4  4     4.31     0.28 2    -0.82     0.08 1 
4224014 10.  nnnnn  5603.2    83.6  6     4.01     0.28 4    -0.67     0.04 2 
4269536  2.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4325991  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4387964  2.  nnnnn  5837.4    79.7  8     4.08     0.15 6    -0.42     0.04 6 
4480410  3.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4531022  1.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4599860  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4727728  2.5 NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4750903  7.  nnnnn  6081.9   213.4  4     3.89     0.13 2    -0.21     0.10 1 
4799871  5.  nnnnn  5080.4    73.6  3     4.08     0.20 2    -0.21     0.10 1 
5070833  1.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5193332  5.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5280150  2.  nnBnn  4775.2    77.4  3     3.35     0.26 2    -0.12     0.10 1 
5384418  9.  nnnnn  5492.8   139.5  3     4.06     0.48 2    -0.67     0.08 1 
5426442  6.  nnnnn  4879.2    65.7  3     4.56     0.22 3    -0.91     0.05 2 
5504730  9.  nnnnn  4958.5    14.8  3     4.00     0.11 2    -0.53     0.09 1 
5638340  2.  lnnnn  4204.1    67.9  3     3.98     0.52 2    -0.51     0.07 1 
5742701  5.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5772213 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5881934  1.  nnnnn  4743.6   116.3  4     3.96     0.32 4    -0.29     0.10 1 
6014131  6.  lnnnn  4369.8    86.4  3     4.08     0.05 2    -0.17     0.19 1 
4213962  3.  nnnnn  4930.0    94.1  4     4.32     0.02 4    -0.18     0.05 2 
4215359  5.  nnnnn  5907.6    57.3  9     4.13     0.19 6    -0.58     0.02 5 
4216159  3.  nnnnn  5127.8   106.5  5     4.34     0.05 3    -0.74     0.07 5 
4254728  1.  nnnnn  7805.6    72.6  5     3.48     0.11 4    -1.27     0.00 2 
4314942  5.  nnnnn  5086.2    63.6  3     4.49     0.08 3    -0.64     0.08 1 
4401048  5.  nnnnn  5561.2    95.3  5     4.17     0.40 4    -0.77     0.11 3 
4734920  5.  nnnnn  5898.8   100.1  5     4.03     0.04 2    -0.57     0.09 1 
4811997  2.5 NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4830131  6.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5025782  9.  nnnnn  5693.2   156.0  4     4.32     0.18 2    -0.56     0.03 1 
5100865  6.  nnnnn  5771.2    44.6  9     3.98     0.15 6    -0.31     0.04 5 
5222268  5.  nnnnn  5252.6    95.2  5     4.12     0.18 5    -0.31     0.10 3 
5332367  8.  nnnGn  5528.6   210.5  4     3.62     0.40 2    -1.28     0.06 1 
5350035  7.  Nnnnn  4492.2    73.4  3     4.19     0.11 2    -0.46     0.09 1 
5367623  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5372555  2.  nnnnn  5718.5    60.0  8     4.25     0.16 6    -0.49     0.01 6 
5391926  5.  nnnGn  5561.2    88.5  9     3.74     0.26 6    -1.51     0.02 4 
5405162  4.  nnnnn  4639.4   103.7  4     4.46     0.16 4    -0.59     0.03 2 
5575160 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5580198  6.  nnnnn  5618.9    66.9  6     3.93     0.19 4    -0.55     0.08 4 
5860823  6.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5866726  2.  nnnnn  5328.0    74.0  7     4.31     0.02 6    -0.07     0.05 7 
6013914 10.  nnngn  5810.4    40.5  3     3.68     0.01 2    -1.00     0.05 1 
4197320  2.  nnnnn  6032.2   174.4  3     2.50     0.67 2    -1.71     0.08 1 
4331966  5.  nnnnn  5498.1    84.9  6     4.32     0.02 3    -0.63     0.10 5 
4553243  9.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4562947  2.  nnnnn  5435.2    75.8  8     4.42     0.14 6    -0.87     0.06 6 
4706547  2.  nnnnn  4287.2    80.8  3     4.19     0.45 2    -0.49     0.10 1 
4715353  2.  nnnnn  5234.4   132.5  5     3.35     0.26 5    -0.78     0.05 5 
4767817  5.  nnBnn  6676.5   194.6  7     3.55     0.55 4    -0.67     0.09 4 
4780091  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4789005  2.  nnngn  5522.9   106.6  8     4.15     0.31 6    -1.25     0.07 6 
4840880  5.  nnnnn  5967.7    97.9  7     3.11     0.38 4    -0.98     0.02 3 
5023273  7.  Nnnnn  4688.4    34.7  3     4.49     0.07 2    -0.94     0.07 1 
5096035  5.  Nnnnn  4358.7    39.6  3     3.62     0.28 2    -0.48     0.10 1 
5119540  4.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5279711  3.  nnnnn  4628.3   100.8  3     4.39     0.25 3    -0.29     0.08 1 
5367857  2.  nnnnT  6179.7   292.3  5     4.13     0.35 2    -0.96     0.03 1 
5437302  2.  Nnnnn  4845.9    18.1  3     3.68     0.17 2    -0.92     0.11 1 
5485242  2.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5680062  2.  Nnngn  4292.7   138.8  2     3.13     0.87 2    -1.05     0.09 1 
5893683  5.  lnnnn  4080.9    14.2  1     4.60     0.12 1    -0.80     0.08 1 
5969299 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6058924  2.5 nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4227754  9.  nCnnT  5019.3   335.8  3     4.21     0.17 2    -0.72     0.06 1 
4332646  5.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4429528  9.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4497859  6.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4528475  7.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4549725  2.  nnnnn  5741.6    71.0  8     4.20     0.15 6    -0.38     0.05 6 
4597207  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5051315  3.  nnnnn  5533.3    68.7  8     4.23     0.11 6    -0.34     0.03 7 
5094281  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5101570  1.  nnnnn  5126.9   160.9  5     2.33     0.25 5    -0.80     0.09 4 
5103254  3.  nnnnn  4620.4    74.2  3     4.44     0.26 3    -0.24     0.11 2 
5259441  5.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5281330  7.  nnnnn  5598.4    87.4  6     3.87     0.23 4    -0.34     0.10 4 
5288649  9.  nnnnn  6333.1   140.7  6     3.41     0.48 3    -0.37     0.19 1 
5313203  6.  nnnnn  5400.7    28.8  5     4.27     0.25 4    -0.27     0.10 4 
5336990  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5345340  8.  nnngn  5608.6    44.7  6     3.65     0.45 4    -1.48     0.10 4 
5345738  5.  nnnnn  5627.5    59.1  8     4.39     0.20 6    -0.90     0.11 6 
5594004  6.  nCnnT  5454.5   537.0  4     3.95     0.49 4    -0.54     0.15 4 
5778246 10.  nnnGn  6312.2   120.5  6     4.41     0.37 3    -1.15     0.15 2 
5806347  6.  nnnnn  4385.5    69.2  3     4.21     0.25 3    -0.61     0.10 1 
5816306  2.  nnnnn  6285.9    67.9 10     4.18     0.13 7    -0.67     0.11 8 
5833923  8.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6000507  4.  nnngn  5214.7    28.0  7     4.01     0.24 6    -1.19     0.06 5 
6072853  8.  nnngn  5362.1    97.1  3     3.66     0.47 2    -1.09     0.06 1 
7906183  6.  nnnnn  4130.9    81.0  3     3.93     0.60 3    -0.62     0.07 2 
4425715  5.  nnngn  5007.3   115.2  5     4.29     0.16 3    -1.09     0.10 3 
4548417  5.  nnBnn  5466.7   160.9  3     2.83     0.44 2    -0.68     0.10 1 
4659030 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4708105  3.  nnBnn  5415.9    62.5  7     4.27     0.20 6    -0.68     0.01 5 
4718016  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4765635  5.  nnngn  6001.8    56.7  9     3.73     0.07 6    -1.18     0.01 4 
4769099  7.  NCBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4803335  5.  nnnnn  5169.2    91.9  4     4.28     0.00 4    -0.25     0.02 2 
4830300 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4878490  5.  nnnnT  6257.1   138.7  5     3.24     0.30 2    -0.33     0.10 1 
5024539  2.5 nnngn  4204.1   117.5  4     4.44     0.27 4    -1.52     0.07 2 
5066141  2.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5080427  9.  nnnGn  5892.2    42.7  5     4.07     0.48 2    -1.30     0.10 1 
5365915  6.  nnnnn  5363.3    93.2  7     4.43     0.08 6    -0.48     0.05 4 
5410615  9.  nnnnn  5658.5    19.7  4     4.12     0.47 2    -0.69     0.09 1 
5468373  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5484297  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5497590  5.  nnnnn  4953.5   142.2  3     3.53     0.44 3    -0.81     0.09 1 
5522456  6.  nnnGn  5937.1    45.6  7     3.97     0.32 4    -1.10     0.11 3 
5523831  2.  nnnnn  4271.2    80.1  3     3.94     0.41 2    -0.47     0.09 1 
5960009 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6039438  8.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6053355  4.  nnnnn  5722.2    85.0  7     4.03     0.18 6    -0.26     0.08 6 
6095198  1.  nnnnn  4944.2   146.8  4     2.73     0.39 4    -0.10     0.11 1 
6098912  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4194358  5.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4261362  5.  nnngn  5993.0    93.1  6     4.39     0.27 4    -1.16     0.11 4 
4283885  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4329199  5.  Nnnnn  4614.6    38.8  3     4.35     0.13 2    -0.67     0.10 1 
4389709  3.  nnnnn  4588.4    68.2  4     4.37     0.15 4    -0.83     0.01 3 
4644573  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4654281  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4662395  3.  nnngn  4333.7    52.9  4     4.34     0.30 4    -1.09     0.13 2 
4690533  5.  nnnnn  6164.4    67.0  9     3.78     0.22 6    -0.34     0.08 5 
5027359  5.  nnnnn  5859.2    74.5  7     3.71     0.43 4    -0.39     0.01 2 
5064057  9.  Nnnnn  4352.3    49.8  3     4.03     0.20 2    -0.36     0.11 1 
5249614  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5340681  9.  nnnnn  5215.2    64.9  3     3.51     0.57 2     0.28     0.09 1 
5346815  7.  nnBnn  5404.9    28.7  3     4.20     0.32 2    -0.85     0.05 1 
5496356  7.  nnnnn  5420.3   121.8  3     4.37     0.23 2    -0.76     0.05 1 
5564049  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5776944  6.  Nnnnn  4454.1   272.4  2     4.17     0.10 1    -0.58     0.10 1 
5959412  7.  nnnnn  6380.3    71.2  6     4.02     0.41 3    -1.17     0.10 3 
6001789 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6023093  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4228167  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4286898  6.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4459072  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4562751  5.  NCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4567747  3.  lnnnn  4209.2    44.1  3     3.95     0.52 2    -0.43     0.09 1 
4690982  3.  nnnnn  4518.6    43.9  3     3.98     0.22 2    -0.43     0.06 2 
4809210  2.  nnngn  4154.8   114.5  2     4.16     0.03 2    -1.58     0.09 1 
4833879  4.  nnnnn  4498.6    68.9  3     4.54     0.22 3    -0.49     0.09 1 
5018848  1.  nnBnc -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5043000  3.  nnnnn  4126.5    80.3  3     4.44     0.18 2    -1.27     0.11 1 
5099992 10.  Nnnnn  5068.7    69.2  3     4.27     0.00 2    -0.31     0.08 1 
5202931  9.  Nnnnn  4313.7   118.5  3     3.20     0.22 2    -0.76     0.11 1 
5269276 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5320941  5.  nnnnn  4579.0    38.6  3     4.10     0.29 3    -1.00     0.31 2 
5403910  2.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5475188  2.  nnnnn  4635.5    82.3  4     4.39     0.17 4    -0.42     0.13 2 
5627070 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5710822  4.  Nnngn  4745.6    96.4  3     4.02     0.13 2    -1.20     0.17 1 
5757754  2.5 nnnnn  5441.3    99.3  4     3.27     0.12 2    -0.32     0.08 1 
5768805  6.  nnnnn  5144.3    50.9  4     3.31     0.48 4    -0.44     0.12 3 
5813294 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5837478  2.5 Nnnnn  4224.8    45.2  3     4.24     0.24 2    -1.32     0.08 1 
6096788  5.  nnnnn  5434.5   105.2  5     4.16     0.34 5    -0.01     0.05 2 
4173109  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4182333  5.  nnnnn  4970.8    67.1  3     4.49     0.06 2    -0.55     0.03 2 
4284154  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4325288  6.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4357259  5.  nnnnn  5496.6   134.0  5     4.25     0.07 5    -0.72     0.03 3 
4391287  8.  nnngn  5735.0    92.7  4     3.80     0.08 2    -1.10     0.05 1 
4482492  5.  nnnnn  5807.0    39.9  6     4.09     0.26 4    -0.85     0.03 5 
4590014  3.  nnnnn  4489.2    55.8  4     4.49     0.22 4    -0.91     0.08 2 
4807521  1.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4820912  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4864289  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5064073 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5076078  3.  nnngn  6060.4    62.1  9     4.32     0.02 6    -1.06     0.02 7 
5082981  5.  nnnnn  4775.8    74.8  3     4.46     0.13 3    -0.69     0.03 2 
5133889  1.  nnnnn  5129.3    78.2  5     4.26     0.00 5    -0.49     0.14 2 
5166801  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5240224  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5337526  2.  nnnnn  5228.4   141.2  5     3.27     0.26 5    -0.62     0.02 4 
5366031  3.  nnnnn  4567.7    97.0  4     4.53     0.14 4    -0.84     0.07 3 
5545949  5.  nnBgn  4889.6   129.1  4     4.26     0.10 4    -1.07     0.04 3 
5641326  4.  nnngn  4201.4    75.6  3     4.16     0.06 2    -1.33     0.08 1 
5711910  4.  nnnnn  5615.3    78.5  8     3.87     0.18 6    -0.22     0.02 7 
5721229  2.  nnnnT  6909.0   200.8  6     3.99     0.28 3    -0.01     0.11 1 
5798093  8.  nnnnn  5584.4    63.0  4     4.19     0.38 2    -0.95     0.07 1 
5875852  7.  nnnnn  6063.8     9.9  5     3.89     0.15 2    -0.44     0.09 1 
5904857  2.  nnnnn  5645.9    71.0  7     4.08     0.12 6    -0.07     0.07 6 
4153579  5.  nCnnT  5087.7   391.2  4     4.21     0.31 4    -1.16     0.10 2 
4156666  5.  nnnnn  5149.0    51.9  3     4.32     0.03 2    -0.86     0.10 1 
4218179  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4248360  5.  nnnnn  5877.4    56.0  8     4.17     0.12 6    -0.79     0.03 5 
5112072  2.  nnBnn  5943.1   245.1  6     3.14     0.90 3    -1.37     0.11 1 
5157921  1.  nnnnn  5473.7    81.0  8     4.46     0.17 6    -0.56     0.03 7 
5219842  9.  nnnnn  4725.1    79.4  3     3.63     0.25 2    -0.82     0.13 1 
5235927  6.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5237417  3.  nnnnn  5752.6   139.3  7     4.11     0.23 6    -0.58     0.08 6 
5361389  5.  nnngn  4819.9   181.4  5     3.98     0.41 5    -1.33     0.10 3 
5879075  9.  nnnnn  6043.0     7.6  5     3.90     0.19 2    -1.05     0.03 1 
4155841  5.  nnnnn  6540.3    46.2 10     4.04     0.18 7    -0.52     0.07 7 
4213227  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4697062  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4790997  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5380188  1.  nnnnn  6126.2    83.2  9     2.23     0.51 6    -1.57     0.04 6 
5757283  1.  nnnnn  4074.2   138.8  3     1.96     0.22 2    -0.38     0.08 1 
5927986 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6022488  1.  nnnnn  5006.6   122.9  5     2.49     0.32 5    -0.87     0.05 5 
6027784  7.  nnBnn  5721.5   265.5  4     3.82     0.38 2    -0.04     0.09 1 
4426316  5.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4741255  5.  NnBnn  4927.1    55.6  3     4.53     0.03 2    -0.65     0.11 1 
5215128  3.  nnnnn  4646.1   110.5  4     4.31     0.02 4    -0.15     0.08 2 
5375014  9.  Nnnnn  4731.0   164.2  3     4.02     0.18 2    -0.05     0.09 1 
5577612  2.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5678960  2.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5834948  2.  nnnnn  5724.2    61.6  8     4.17     0.13 6     0.06     0.08 6 
