Title: A Machine Learning Method to Infer Fundamental Stellar Parameters 
       from Photometric Light Curves  
Authors: Miller A.A., Bloom J.S., Richards J.W., Lee Y.S., Starr D.L., 
         Butler N.R., Tokarz S., Smith N., Eisner J.A. 
Table: SSPP Stellar Parameters for Hectospec Targets
================================================================================
Byte-by-byte Description of file: apj504861t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label  Explanations
--------------------------------------------------------------------------------
   1-  7 I7     ---      ID     Source identifier in the UWVSC 
   9- 12 F4.1   ---      P      Target priority for Hectospec observations
  14- 18 A5     ---      Flags  Analyis flags returned by the SSPP (1)
  20- 26 F7.1   K        Teff   Effective temperature (2)
  28- 34 F7.1   K       eTeff   Uncertainty in Teff  (2)
  36- 37 I2     ---    o_Teff   Number of methods used by SSPP to derive Teff
  39- 46 F8.2   [cm/s2]  log(g) Log surface gravity (2)
  48- 55 F8.2   [cm/s2] elog(g) Uncertainty in log(g) (2)
      57 I1     ---    o_log(g) Number of methods used by SSPP to derive log(g)
  59- 66 F8.2   [-]      [Fe/H] Metallicity (2)
  68- 75 F8.2   [-]     e[Fe/H] Uncertainty in [Fe/H] (2)
      77 I1     ---    o_[Fe/H] Number of methods used by SSPP to derive [Fe/H]
--------------------------------------------------------------------------------
Note (1): See Lee et al. 2008a.
Note (2): A -9999.00 indicates a NULL value.
--------------------------------------------------------------------------------
4195293  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4245099  7.  nnBGn  5508.6    51.1  4     4.17     0.40 2    -1.09     0.11 1 
4266206  5.  nnnnn  5724.0   157.7  6     4.18     0.32 4    -0.56     0.08 4 
4288208  6.  nnnnn  5094.1   105.1  5     4.32     0.03 5    -0.70     0.08 4 
4383313  5.  nnnnn  5560.7    91.5  8     4.11     0.19 6    -0.42     0.04 5 
4590325  1.  nnnnn  4837.6   127.5  4     4.28     0.21 4    -0.19     0.08 2 
4623189  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4628612  1.  nnnnn  5311.4    84.5  7     3.80     0.13 6    -0.50     0.06 4 
4845827 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5026666  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5148669  2.  nnnnn  5534.5    70.7  8     4.35     0.13 6    -0.38     0.03 6 
5167915  5.  nnnnn  4569.4   109.4  4     4.28     0.23 4    -1.06     0.10 1 
5246072  2.  nnnnn  5853.9    75.0  9     4.05     0.15 6    -0.20     0.03 7 
5311806 10.  nnnnn  5587.8    90.5  4     4.13     0.13 2    -0.27     0.09 1 
5325849  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5359363  2.  nCnnT  5860.9   253.3  8     4.69     0.02 6    -1.00     0.17 6 
5393126  8.  nnnnn  6496.4    90.0  8     4.28     0.19 5    -0.55     0.03 4 
5541650  8.  nnnnn  5696.4    89.7  4     3.74     0.19 2    -0.94     0.02 1 
5562004  2.  nnnnn  5194.9   208.7  5     3.84     0.24 4    -0.34     0.01 2 
5608516  2.5 nnnnn  6156.4    82.7  9     2.38     0.30 7    -1.27     0.05 6 
5630250  6.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5761480  2.  nnnnn  4719.4    10.1  4     2.60     0.30 4    -0.35     0.07 3 
5830807 10.  nnnnn  5135.6    95.8  3     4.33     0.20 2    -0.44     0.06 1 
5964577  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6012056  6.  nnnnn  5902.3    26.6  9     3.94     0.17 6    -0.39     0.01 7 
4202848  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4216674  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4339330  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4489920  2.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4599568  5.  nnnnn  5804.9    52.2  6     4.47     0.21 4    -0.18     0.05 1 
4780897  9.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4812077 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4881611  5.  nnnnn  4725.7    85.5  4     4.49     0.10 4    -0.70     0.09 2 
5044360  6.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5080483 10.  Nnnnn  4975.5    75.9  3     4.06     0.19 2    -1.41     0.16 1 
5245580  2.  nnnnn  7718.2   106.0  5     4.09     0.29 4     0.10     0.09 1 
5250274  5.  nnnnn  4659.2    63.5  3     3.55     0.45 3    -0.78     0.10 1 
5252851  5.  nnnnn  5676.4    80.3  6     3.28     0.16 4    -0.96     0.04 4 
5275857  8.  nnnnn  5825.0    41.6  5     3.88     0.19 2    -0.63     0.09 1 
5355815  7.  nnnnn  5860.8   104.2  7     4.32     0.27 4    -0.65     0.08 5 
5487379  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5646469  3.  nnnnn  4823.8   222.8  5     2.10     0.26 5    -0.87     0.16 4 
5696629  9.  nnnnn  5915.1   139.6  5     4.30     0.23 2    -0.28     0.09 1 
5749023  4.  nnnnn  5809.6    67.1  9     3.98     0.16 6    -0.45     0.01 5 
5811416  4.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5825873  5.  nnBnn  5470.9   107.3  7     4.02     0.26 6    -0.41     0.06 4 
4222163  3.  nnnnn  4706.3    70.9  4     4.41     0.20 4    -0.67     0.02 2 
4333984  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4368667  3.  nnnnn  5687.9    65.7  8     4.00     0.07 6    -0.05     0.07 5 
4447957  3.  nnnnn  4745.0   134.9  4     4.13     0.26 4    -0.46     0.11 1 
4555631  9.  nnnnn  4965.8    82.6  3     4.39     0.11 2    -0.62     0.04 1 
4564534  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4578569  5.  nnnnn  5663.0   135.7  7     4.49     0.20 6    -0.28     0.04 4 
4707627  3.  nnnnn  4678.7    61.8  4     4.37     0.17 4    -0.42     0.11 3 
4803295  7.  nnnnn  5666.1    66.4  3     3.86     0.14 2    -0.46     0.10 1 
4820180 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5025331  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5035253  2.  nnnnn  5265.7    50.8  7     4.29     0.03 5    -0.15     0.02 5 
5062125  9.  nnnnn  5955.9    81.6  5     4.11     0.18 2    -0.20     0.08 1 
5078666  2.  nnngn  4321.7    37.4  4     4.04     0.36 4    -1.02     0.09 1 
5088283  8.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5122898  9.  nnnnn  4656.5   125.8  3     4.41     0.30 2    -0.70     0.10 1 
5229237  3.  nnnnn  6057.0    60.7  9     4.17     0.19 6    -0.47     0.00 5 
5569550  2.5 nCnnn  4937.8   149.2  5     4.37     0.11 4    -1.00     0.05 3 
5571930  7.  nnngn  4939.6   114.3  3     4.23     0.31 2    -1.22     0.11 1 
5613740  6.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5681962  2.5 nnngn  5165.1    88.9  7     4.10     0.29 6    -1.23     0.09 6 
5851896  6.  lnnGn  4085.8    20.0  1     4.13     0.12 1    -1.32     0.08 1 
5955416  3.  nnnnn  4914.2    99.0  4     4.50     0.09 4    -0.49     0.03 2 
6023667  2.5 nCnnT  4870.5   215.3  4     4.31     0.04 3    -0.39     0.04 3 
6072502  7.  nnnGn  6032.3   114.7  4     3.79     0.46 2    -1.09     0.05 1 
4193246  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4443887  3.  Nnnnn  4478.5   146.4  3     4.16     0.00 2    -0.72     0.13 1 
4450751  5.  nnnnn  4941.0    92.1  4     3.64     0.02 4    -0.45     0.11 3 
4505210  7.  nnnnn  5651.6    79.2  5     3.64     0.24 2    -0.87     0.06 1 
4679565  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4848467  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4877306  8.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5108461 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5138790 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5143110  7.  nnnnn  5919.2   210.6  3     3.13     0.79 3    -0.68     0.08 1 
5227320  5.  nnnnn  4448.3   111.1  3     4.09     0.16 3    -0.20     0.09 1 
5245615  1.  nnnnn  4873.0   105.9  4     2.99     0.06 4    -0.50     0.02 3 
5481272  3.  nnnnn  5378.1    66.4  7     4.48     0.12 6    -0.45     0.09 5 
5493626  2.  nnnnn  4400.7   142.7  3     4.35     0.26 2    -0.66     0.11 1 
5706167  5.  nnnnn  4724.9    93.6  3     4.47     0.10 3    -0.69     0.20 2 
5802045  1.  nnnnn  4670.7    85.7  4     3.41     0.55 4    -0.89     0.02 2 
5810711  6.  nnnnn  5789.4    70.5  9     3.75     0.08 6    -0.30     0.03 6 
5895233  2.  nnnnn  5802.0    52.4  9     3.56     0.16 6    -0.42     0.01 6 
4173760  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4272800  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4286946  5.  nnngn  5189.3    39.0  5     3.43     0.38 4    -1.08     0.04 4 
4318560  1.  nnnnn  4954.7   131.2  4     4.40     0.22 4    -0.56     0.04 2 
4452152  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4480973  2.  nnnnn  5487.6    50.8  7     4.35     0.12 6    -0.27     0.03 6 
4491503  1.  nnBnc -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4578179  2.5 NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4804774  5.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4842182  3.  nnnnn  4814.6    82.5  4     4.33     0.04 4    -0.43     0.08 3 
4877852  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5098569  7.  nCBnn  5461.5   155.3  3     4.06     0.04 2    -0.24     0.09 1 
5194792  2.  nnnnn  5330.4   106.5  5     4.31     0.14 5    -0.31     0.06 5 
5211439  3.  nnnnn  4445.1    50.0  4     3.88     0.34 3    -1.25     0.05 1 
5227414  6.  nnnnn  5595.5    97.9  7     4.18     0.10 5    -0.25     0.08 6 
5333534  1.  nnnnn  6021.5    85.4  5     3.99     0.33 2    -0.52     0.10 1 
5354133  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5482237  2.  nnnnn  5038.3   119.4  5     3.44     0.17 5    -0.72     0.06 5 
5731978  8.  nnnnn  5985.8   131.1  4     4.11     0.25 2    -0.41     0.09 1 
5920356  5.  nnnnn  5380.6   191.1  3     3.90     0.62 2    -0.89     0.11 1 
5921579  6.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5947674 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5958372  7.  nnnnn  4949.1   110.3  3     4.52     0.10 2    -0.58     0.08 1 
6033429  4.  nnnnn  4949.4   129.6  5     2.67     0.24 5    -0.78     0.07 3 
4256125  3.  nnnnn  5707.8    81.1  8     4.35     0.19 6    -0.35     0.07 6 
4284627  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4634192  3.  lnnnn  4370.5    48.8  3     3.78     0.12 2    -0.14     0.10 1 
4655872  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4688253  5.  nnnnn  5743.5   131.8  8     4.33     0.25 6    -0.42     0.13 6 
4805306  8.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5041771  7.  nnBgn  5269.7    51.4  2     1.64     0.06 2    -1.89     0.08 3 
5081675  2.  nnnnn  7346.7   121.8  7     3.16     0.08 5    -2.06     0.05 3 
5112929  5.  nnngn  5039.3    88.2  5     4.52     0.12 3    -1.17     0.13 4 
5141506  7.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5232071  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5389459  9.  nnBnn  5431.1    66.2  6     4.03     0.03 4    -0.37     0.05 4 
5414603  6.  nnBnn  4889.0    43.8  3     4.05     0.18 2    -0.68     0.05 1 
5429770  4.  nnnnT  5756.8   318.6  4     4.26     0.04 4    -0.03     0.06 2 
5456839  3.  nnnnn  5543.9    83.6  7     4.25     0.11 6    -0.13     0.07 5 
5579091  9.  nnBnn  5104.1    21.3  3     4.15     0.03 2    -0.54     0.08 1 
5718058  9.  NnnGn  4205.4   108.3  3     3.82     0.06 2    -1.56     0.09 1 
5721765  6.  nnnnn  5782.3    63.2  9     3.78     0.16 6    -0.70     0.06 6 
5864498  4.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5981080  2.  nnnnn  5680.3    78.9  8     4.14     0.11 6    -0.14     0.00 5 
6044337  6.  nnnnn  5952.1   102.5  6     3.92     0.53 4    -0.57     0.05 4 
4201494  9.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4257092  9.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4288324  3.  nnnnn  4095.3    12.5  2     2.91     0.09 1    -0.70     0.08 1 
4300586  3.  nnnnn  5562.8   106.3  6     3.77     0.40 4    -0.33     0.04 4 
4601284  3.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4657713  5.  Nnnnn  4610.5    60.0  3     4.47     0.02 2    -0.69     0.09 1 
4704774  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5035690  5.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5102233  5.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5112358  5.  nnnnT  5763.8   221.9  5     4.11     0.22 4    -0.89     0.07 2 
5147407  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5234044  3.  nnnnn  4869.4   111.3  4     4.43     0.18 4    -0.49     0.06 3 
5305507  2.  nnBnn  5612.2   284.5  3     4.23     0.37 2    -0.90     0.06 1 
5439923  6.  nnnnn  5767.3   157.6  8     4.21     0.31 6    -0.58     0.07 6 
5538831  5.  nnnnn  6169.8    59.6 10     3.44     0.40 7    -2.12     0.06 5 
5569358  8.  nnBnn  5347.6    12.5  3     4.24     0.02 2    -0.80     0.10 1 
5624735 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5656314  5.  nnnnn  5128.4    74.7  4     4.35     0.26 4    -0.21     0.02 2 
5703605  8.  nnnnn  6144.8    49.5  7     3.89     0.04 4    -1.69     0.05 3 
5714172  2.  nnnnn  4859.2    79.4  4     4.28     0.05 3    -0.51     0.09 3 
6050244  8.  nnBnn  5279.8    89.9  3     4.48     0.09 2    -0.95     0.08 1 
4156019  9.  nnBnn  5223.7   131.3  3     4.08     0.23 2    -0.46     0.05 1 
4215881  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4394591  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5148889  9.  nnnnn  5747.6   120.1  4     3.90     0.61 2    -0.48     0.10 1 
5180650  5.  nnnnn  5863.3    84.1  8     4.18     0.28 6    -0.49     0.01 4 
5282226  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5688551  1.  nnnnn  5609.1    47.6  5     2.33     0.35 2    -0.38     0.10 1 
5851213  1.  Dnnnn  7078.4   877.5  3     2.17     0.55 2     0.70     0.11 1 
4481653  5.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4676874  2.5 NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4688232  2.  nnnnn  5840.7    58.9  8     3.82     0.12 6    -0.12     0.05 5 
4713672  2.  nnnnn  5873.2   229.6  4     3.93     0.34 2    -0.68     0.07 1 
5191138  7.  Nnnnn  5138.6   156.7  3     3.94     0.03 2    -0.95     0.10 1 
5240272  2.  nnnnn  7718.6    17.6  5     4.36     0.17 4    -1.20     0.15 1 
5712181  1.  nnnnn  6253.5    71.8 10     2.67     0.35 7    -1.80     0.04 5 
6024010  4.  nnnnn  5228.6   134.1  5     3.42     0.12 5    -0.73     0.09 1 
4176982  2.  nnnnn  5119.0   112.6  5     4.41     0.13 5    -0.20     0.02 5 
4297181 10.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4381391  3.  nnnGn  4044.8    20.0  1     4.21     0.12 1    -1.78     0.11 1 
4433741  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4523840  8.  nnnnn  5690.4    98.7  8     4.33     0.26 6    -0.43     0.09 6 
4524626  2.  nnnnn  4985.7   158.5  4     4.25     0.30 4    -0.35     0.02 2 
4527406  1.  nnnnc -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4527954  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4594666  1.  nnnnn  5046.2   160.8  3     3.84     0.54 2    -0.67     0.07 1 
4777250  1.  nnBnn  4905.9    71.6  4     4.17     0.25 4    -0.61     0.13 2 
4847242  5.  nnnnn  6199.2   119.7  5     3.98     0.39 2    -0.77     0.09 1 
5092240  9.  nnBGn  5843.7   120.6  4     3.99     0.46 2    -1.02     0.08 1 
5097716  1.  nnnnn  5280.7    75.6  7     4.55     0.17 6    -0.95     0.06 5 
5124936  4.  nnnnn  5152.8   133.8  4     4.38     0.17 4     0.10     0.04 3 
5168706  2.  nnBnn  4515.7   238.9  3     3.78     0.25 2    -1.71     0.14 1 
5223440  7.  nnBnn  5666.5   125.4  6     3.79     0.28 4    -0.29     0.05 4 
5251967  5.  nnnnn  5920.2    41.1  7     3.81     0.11 4    -0.80     0.10 4 
5331591  1.  nnnnn  4991.9   121.3  4     3.33     0.30 4    -0.33     0.02 2 
5351134  2.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5501922  2.  nnnnn  5664.2    67.7  7     4.15     0.13 6    -0.11     0.08 7 
5543878  6.  nnnnn  6290.3    89.7  7     3.68     0.22 4    -1.62     0.15 4 
5684132  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5698089  2.  nnnnT  6118.9   168.4  7     3.91     0.15 6    -0.48     0.06 2 
6058853  4.  nnnnn  5977.9    49.2  9     4.06     0.06 6    -0.23     0.02 5 
4197634  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4265567  5.  nnnnn  5765.8   289.7  3     3.94     0.69 2    -1.31     0.05 1 
4296738  2.  nnnnn  5611.3    68.6  7     3.84     0.10 6     0.25     0.06 3 
4398079  2.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4472791  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4546569  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4598821  5.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4634355 10.  nnBnn  5512.4   114.6  6     4.12     0.37 4    -0.96     0.07 3 
4762022  2.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4765867  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5030626  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5051006  2.  nCnnT  5349.8   254.8  5     3.98     0.31 4    -0.99     0.04 5 
5108562  2.  nnnnn  4618.3    94.2  4     4.49     0.14 4    -0.58     0.03 2 
5278003  3.  nnnGn  4205.9    61.6  3     4.14     0.22 4    -1.51     0.10 3 
5305835  6.  nnnnn  5537.0   119.5  5     4.10     0.32 4    -0.78     0.07 3 
5349624  5.  nnnnn  4916.1    95.7  4     4.59     0.14 4    -0.41     0.06 3 
5439858  2.  nnnnn  5062.1    85.0  4     4.34     0.03 4    -0.36     0.02 2 
5708529  6.  nnnnn  4518.6    62.2  4     4.49     0.17 4    -0.61     0.04 1 
5794703  4.  nnnnn  6069.2    46.1  9     4.03     0.06 6    -0.20     0.06 5 
5820505  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5871910  6.  nnnnn  5654.4   135.4  7     4.12     0.14 6    -1.02     0.06 6 
5927885  6.  nnnnn  4945.8    97.9  4     4.34     0.02 4    -0.03     0.16 3 
5962667 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6064462  8.  nnnnn  5630.1   344.4  5     3.00     0.39 2    -0.84     0.06 1 
6078393  8.  nnngn  4957.2    43.0  3     4.25     0.30 2    -1.60     0.10 1 
4252416  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4376054  3.  nnnnn  5259.9    91.0  7     3.69     0.06 6    -0.90     0.04 7 
4379344  1.  nnnnn  5870.9    60.3  8     3.87     0.09 6     0.03     0.06 6 
4423949 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4442133  5.  nnnGn  5180.0   254.2  3     4.04     0.67 2    -1.35     0.17 1 
4545549  2.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4615430  9.  nnnnn  6012.5    77.2  4     4.09     0.39 2    -0.65     0.03 1 
4786616  6.  nnnnn  5668.4    90.3  6     4.07     0.22 4    -0.64     0.08 4 
4797050  3.  nnnnn  5271.9    75.6  7     4.44     0.10 6    -0.24     0.06 7 
4815726  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4875608  1.  nnnnn  5643.8    76.6  8     4.32     0.04 6    -0.04     0.06 7 
4875870  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5134327  3.  nnnnn  5492.5   134.3  7     3.36     0.19 6    -0.43     0.12 7 
5206647  5.  nnnnT  5966.3   137.7  9     4.34     0.16 6    -0.45     0.08 5 
5222798 10.  nnnnn  5849.7   130.8  5     2.91     0.49 2    -0.89     0.11 1 
5258688 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5282413 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5300051  5.  nnnnn  4654.7    33.5  3     4.39     0.13 2    -0.84     0.08 1 
5309573  9.  nnBnn  5637.3    66.2  4     4.22     0.25 2    -0.67     0.04 1 
5365115  2.5 nnnnn  6226.0    55.6  9     2.56     0.48 6    -1.25     0.03 7 
5493909  3.  nnnnn  4537.0    48.1  4     4.51     0.20 4    -0.82     0.18 2 
5536045  3.  nnnnn  4822.2    86.4  4     4.50     0.11 4    -0.54     0.02 2 
5714921  4.  nnnnn  5515.0    87.7  7     4.15     0.13 6    -0.09     0.08 6 
5789854 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5940153  5.  nnBnn  5408.4   151.5  5     4.23     0.01 5    -0.27     0.02 3 
6006864  6.  nnnnn  5620.2   109.2  3     3.91     0.29 2    -0.25     0.11 1 
6017276 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4195966  5.  nnnnn  5066.8   146.0  3     4.13     0.02 2    -0.93     0.06 1 
4253621 10.  nnBGn  6243.8   166.8  6     3.67     0.14 3    -1.30     0.04 2 
4256023  2.  nnbnn -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4264015  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4267671  5.  nnnnn  5728.1    60.8  6     4.08     0.14 4    -0.65     0.07 4 
4340749  1.  nnBnn  5287.1   154.0  6     4.03     0.35 4    -0.82     0.02 4 
4356497  5.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4465410  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4575156  2.5 NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5021574  4.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5033395  6.  nnBnT  5182.0   156.9  8     4.03     0.05 6    -0.67     0.07 6 
5040882  9.  nnnnn  5486.4   125.9  3     4.27     0.02 2    -0.58     0.02 1 
5152874 10.  Nnnnn  4555.5   151.8  3     4.04     0.05 2    -0.20     0.10 1 
5225408  2.  nnnnT  5857.9   330.7  3     3.62     0.19 2    -0.70     0.10 1 
5296877  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5353272  5.  nnnnn  4734.5   100.8  3     4.51     0.24 3    -0.26     0.10 1 
5476527  5.  nnnnn  5171.6    98.4  4     3.80     0.23 4    -0.61     0.12 2 
5577503  4.  nnBnn  5049.9   161.9  4     2.68     0.33 4    -1.09     0.04 3 
5661695  1.  nnnnn  5569.7    75.5  7     4.11     0.13 6     0.07     0.06 5 
5687675 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5740448  1.  nnBnn  5550.0   137.9  4     4.52     0.23 2    -0.80     0.05 1 
5806472 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5867047  5.  nnBnn  5596.7   109.4  6     3.97     0.04 4    -0.40     0.06 4 
6028899 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
